id,price,neighborhood,borough,accommodates,bathrooms,bedrooms,beds,review_scores_rating,number_of_reviews,listing_url
2595,NA,Midtown,Manhattan,1,1,0,1,4.68,49,https://www.airbnb.com/rooms/2595
5136,215,Sunset Park,Brooklyn,4,1.5,2,2,4.75,4,https://www.airbnb.com/rooms/5136
6848,81,Williamsburg,Brooklyn,3,1,2,1,4.58,193,https://www.airbnb.com/rooms/6848
6872,65,East Harlem,Manhattan,1,1,1,1,5,1,https://www.airbnb.com/rooms/6872
6990,65,East Harlem,Manhattan,1,1,1,1,4.88,247,https://www.airbnb.com/rooms/6990
7064,NA,Williamsburg,Brooklyn,2,NA,1,NA,4.91,13,https://www.airbnb.com/rooms/7064
7097,205,Fort Greene,Brooklyn,2,1,1,2,4.89,374,https://www.airbnb.com/rooms/7097
7801,290,Williamsburg,Brooklyn,2,1,0,1,4.9,12,https://www.airbnb.com/rooms/7801
8490,170,Bedford-Stuyvesant,Brooklyn,5,1,1,4,4.77,190,https://www.airbnb.com/rooms/8490
9357,175,Hell's Kitchen,Manhattan,2,1,NA,1,4.52,58,https://www.airbnb.com/rooms/9357
10452,90,Bedford-Stuyvesant,Brooklyn,2,1,1,2,4.65,80,https://www.airbnb.com/rooms/10452
11943,NA,Flatbush,Brooklyn,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/11943
12192,73,East Village,Manhattan,2,1,1,1,4.4,316,https://www.airbnb.com/rooms/12192
12937,185,Long Island City,Queens,3,1,1,2,4.92,405,https://www.airbnb.com/rooms/12937
12940,120,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.53,76,https://www.airbnb.com/rooms/12940
13808,136,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.65,204,https://www.airbnb.com/rooms/13808
14314,115,Greenpoint,Brooklyn,2,1,1,2,4.82,178,https://www.airbnb.com/rooms/14314
15341,231,Lower East Side,Manhattan,3,1,1,2,4.56,37,https://www.airbnb.com/rooms/15341
15385,96,Williamsburg,Brooklyn,1,1,1,1,4.88,58,https://www.airbnb.com/rooms/15385
15396,NA,Chelsea,Manhattan,4,NA,2,NA,5,5,https://www.airbnb.com/rooms/15396
16580,135,East Village,Manhattan,1,1,1,1,4.79,576,https://www.airbnb.com/rooms/16580
16821,129,East Village,Manhattan,1,1,1,1,4.72,204,https://www.airbnb.com/rooms/16821
16974,300,East Harlem,Manhattan,8,2,4,6,4.85,291,https://www.airbnb.com/rooms/16974
17037,230,East Village,Manhattan,2,1,1,1,4.8,54,https://www.airbnb.com/rooms/17037
18152,500,Upper East Side,Manhattan,2,1,2,1,4.41,147,https://www.airbnb.com/rooms/18152
18728,146,Chelsea,Manhattan,3,1.5,1,1,4.95,247,https://www.airbnb.com/rooms/18728
18961,NA,Kips Bay,Manhattan,2,NA,1,NA,5,1,https://www.airbnb.com/rooms/18961
19174,200,West Village,Manhattan,4,1,1,3,4.63,67,https://www.airbnb.com/rooms/19174
19282,110,Flatbush,Brooklyn,4,2,1,2,4.69,16,https://www.airbnb.com/rooms/19282
19812,105,Williamsburg,Brooklyn,2,1,1,2,4.49,59,https://www.airbnb.com/rooms/19812
20913,NA,Williamsburg,Brooklyn,2,NA,1,NA,4.05,165,https://www.airbnb.com/rooms/20913
21644,NA,Harlem,Manhattan,1,NA,NA,NA,5,3,https://www.airbnb.com/rooms/21644
21794,85,Chelsea,Manhattan,2,1,1,1,4.97,36,https://www.airbnb.com/rooms/21794
23135,200,Carroll Gardens,Brooklyn,2,1,1,1,4.71,317,https://www.airbnb.com/rooms/23135
23545,NA,Harlem,Manhattan,2,NA,1,NA,4.75,215,https://www.airbnb.com/rooms/23545
23686,450,West Village,Manhattan,4,2,3,3,4.42,57,https://www.airbnb.com/rooms/23686
24285,220,Park Slope,Brooklyn,5,3,3,7,4.83,91,https://www.airbnb.com/rooms/24285
25406,NA,Williamsburg,Brooklyn,4,NA,1,NA,4.62,29,https://www.airbnb.com/rooms/25406
26785,90,South Slope,Brooklyn,2,1,1,3,4.93,479,https://www.airbnb.com/rooms/26785
27883,100,East Village,Manhattan,3,1,NA,2,4.85,25,https://www.airbnb.com/rooms/27883
28907,150,Upper East Side,Manhattan,4,1,1,2,4.95,19,https://www.airbnb.com/rooms/28907
29013,90,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.71,73,https://www.airbnb.com/rooms/29013
29628,107,Clinton Hill,Brooklyn,2,1,1,1,4.94,417,https://www.airbnb.com/rooms/29628
31130,200,Hell's Kitchen,Manhattan,1,1,1,1,4.89,75,https://www.airbnb.com/rooms/31130
31555,NA,West Village,Manhattan,2,NA,NA,NA,4.71,30,https://www.airbnb.com/rooms/31555
31902,NA,East Flatbush,Brooklyn,2,NA,3,NA,4.33,4,https://www.airbnb.com/rooms/31902
31994,121,Clinton Hill,Brooklyn,2,1,1,1,4.54,584,https://www.airbnb.com/rooms/31994
32037,NA,Clinton Hill,Brooklyn,3,NA,1,NA,4.84,92,https://www.airbnb.com/rooms/32037
33009,NA,Williamsburg,Brooklyn,2,1,1,1,4.96,296,https://www.airbnb.com/rooms/33009
34760,76,Fort Greene,Brooklyn,1,2,1,1,5,35,https://www.airbnb.com/rooms/34760
36121,200,Prospect Heights,Brooklyn,1,1,1,1,4.88,9,https://www.airbnb.com/rooms/36121
36647,85,East Harlem,Manhattan,2,1,1,1,4.77,102,https://www.airbnb.com/rooms/36647
38663,900,Boerum Hill,Brooklyn,2,2.5,5,5,4.7,43,https://www.airbnb.com/rooms/38663
38833,248,Harlem,Manhattan,2,1,1,1,4.85,217,https://www.airbnb.com/rooms/38833
39282,154,Williamsburg,Brooklyn,2,1,1,1,4.82,265,https://www.airbnb.com/rooms/39282
39572,139,Hell's Kitchen,Manhattan,2,NA,1,1,4.86,44,https://www.airbnb.com/rooms/39572
39593,78,Sunnyside,Queens,1,1,1,1,4.93,33,https://www.airbnb.com/rooms/39593
39704,NA,Bedford-Stuyvesant,Brooklyn,4,NA,1,NA,4.71,337,https://www.airbnb.com/rooms/39704
42300,750,Lower East Side,Manhattan,5,2,3,4,4.8,69,https://www.airbnb.com/rooms/42300
42729,185,Carroll Gardens,Brooklyn,2,1,1,1,4.66,220,https://www.airbnb.com/rooms/42729
43105,170,Midtown,Manhattan,2,1,1,1,5,4,https://www.airbnb.com/rooms/43105
44229,110,Fort Greene,Brooklyn,2,1,1,1,4.69,232,https://www.airbnb.com/rooms/44229
44973,98,Williamsburg,Brooklyn,2,1,0,0,4.64,124,https://www.airbnb.com/rooms/44973
45542,NA,Harlem,Manhattan,4,NA,2,NA,4.78,18,https://www.airbnb.com/rooms/45542
45737,73,West Village,Manhattan,2,1,1,1,4.42,29,https://www.airbnb.com/rooms/45737
45910,500,Ridgewood,Queens,16,2.5,5,9,4.42,13,https://www.airbnb.com/rooms/45910
45935,60,Mott Haven,Bronx,1,1,1,1,NA,0,https://www.airbnb.com/rooms/45935
45936,75,Morningside Heights,Manhattan,2,1,1,1,4.66,133,https://www.airbnb.com/rooms/45936
46544,NA,Park Slope,Brooklyn,2,NA,1,NA,4.71,57,https://www.airbnb.com/rooms/46544
46911,100,Park Slope,Brooklyn,2,1,1,1,4.7,70,https://www.airbnb.com/rooms/46911
49048,95,Bedford-Stuyvesant,Brooklyn,3,2,1,2,4.42,27,https://www.airbnb.com/rooms/49048
51438,NA,Upper East Side,Manhattan,1,NA,NA,NA,NA,0,https://www.airbnb.com/rooms/51438
52689,191,Ditmars Steinway,Queens,2,1,2,2,4.98,85,https://www.airbnb.com/rooms/52689
53469,130,Middle Village,Queens,4,1,1,1,4.34,33,https://www.airbnb.com/rooms/53469
53470,248,Ridgewood,Queens,7,1,2,3,4,5,https://www.airbnb.com/rooms/53470
53477,350,Middle Village,Queens,12,2,4,8,4.71,16,https://www.airbnb.com/rooms/53477
54466,200,Harlem,Manhattan,2,1,1,1,NA,0,https://www.airbnb.com/rooms/54466
54508,116,Park Slope,Brooklyn,2,1.5,1,1,4.76,176,https://www.airbnb.com/rooms/54508
54544,130,Harlem,Manhattan,5,1,1,4,4.65,143,https://www.airbnb.com/rooms/54544
54694,NA,Jamaica,Queens,2,NA,1,NA,4.35,62,https://www.airbnb.com/rooms/54694
54860,125,East Harlem,Manhattan,2,1,1,1,4.86,302,https://www.airbnb.com/rooms/54860
55959,157,Williamsburg,Brooklyn,1,1,1,1,4.84,107,https://www.airbnb.com/rooms/55959
55982,NA,Fort Greene,Brooklyn,1,NA,NA,NA,4.73,42,https://www.airbnb.com/rooms/55982
56859,79,Harlem,Manhattan,2,1,1,1,4.67,272,https://www.airbnb.com/rooms/56859
57166,116,Ditmars Steinway,Queens,2,1,1,2,4.88,163,https://www.airbnb.com/rooms/57166
57297,269,Brooklyn Heights,Brooklyn,2,1,1,1,4.68,295,https://www.airbnb.com/rooms/57297
57618,NA,Hell's Kitchen,Manhattan,2,NA,1,NA,4.83,131,https://www.airbnb.com/rooms/57618
57874,116,East Harlem,Manhattan,2,1,1,1,4.88,388,https://www.airbnb.com/rooms/57874
58059,46,Harlem,Manhattan,2,1.5,1,1,4.71,682,https://www.airbnb.com/rooms/58059
59014,150,Lower East Side,Manhattan,2,1,1,1,4.67,60,https://www.airbnb.com/rooms/59014
59121,262,Ridgewood,Queens,9,1,3,6,4.75,4,https://www.airbnb.com/rooms/59121
59709,NA,Chinatown,Manhattan,5,NA,2,NA,4.76,82,https://www.airbnb.com/rooms/59709
60181,NA,East Village,Manhattan,2,NA,1,NA,4.81,37,https://www.airbnb.com/rooms/60181
60457,NA,Greenwich Village,Manhattan,3,NA,1,NA,4.88,9,https://www.airbnb.com/rooms/60457
60611,NA,East Harlem,Manhattan,2,NA,1,NA,4.84,196,https://www.airbnb.com/rooms/60611
60666,89,Harlem,Manhattan,2,1.5,1,2,4.74,283,https://www.airbnb.com/rooms/60666
60673,NA,Harlem,Manhattan,2,NA,NA,NA,5,3,https://www.airbnb.com/rooms/60673
60680,150,East Village,Manhattan,6,1,1,2,4.53,166,https://www.airbnb.com/rooms/60680
60794,NA,Upper West Side,Manhattan,6,NA,3,NA,5,4,https://www.airbnb.com/rooms/60794
61406,65,Harlem,Manhattan,1,1.5,1,1,4,1,https://www.airbnb.com/rooms/61406
61509,NA,Midtown,Manhattan,3,NA,1,NA,4.23,89,https://www.airbnb.com/rooms/61509
62925,285,Greenpoint,Brooklyn,4,2,2,2,4.81,172,https://www.airbnb.com/rooms/62925
63588,89,Clason Point,Bronx,3,1,2,2,NA,0,https://www.airbnb.com/rooms/63588
63610,114,Eastchester,Bronx,2,1,1,1,4.93,57,https://www.airbnb.com/rooms/63610
63657,NA,Bedford-Stuyvesant,Brooklyn,2,NA,1,NA,4.59,266,https://www.airbnb.com/rooms/63657
64015,NA,East Village,Manhattan,2,NA,1,NA,NA,0,https://www.airbnb.com/rooms/64015
64314,100,Crown Heights,Brooklyn,2,1,1,1,4.82,46,https://www.airbnb.com/rooms/64314
64365,65,Crown Heights,Brooklyn,2,1,1,1,4.79,255,https://www.airbnb.com/rooms/64365
65615,NA,Williamsburg,Brooklyn,2,NA,1,NA,4.67,56,https://www.airbnb.com/rooms/65615
65660,130,Williamsburg,Brooklyn,3,1,1,1,4.52,165,https://www.airbnb.com/rooms/65660
66008,190,Carroll Gardens,Brooklyn,4,1,2,2,4.87,68,https://www.airbnb.com/rooms/66008
66251,349,East Village,Manhattan,2,1,0,1,4.93,169,https://www.airbnb.com/rooms/66251
66275,103,Nolita,Manhattan,7,1,2,3,4.86,211,https://www.airbnb.com/rooms/66275
66974,220,Gowanus,Brooklyn,2,1,1,1,4.98,245,https://www.airbnb.com/rooms/66974
67299,158,Williamsburg,Brooklyn,4,1,1,2,4.88,80,https://www.airbnb.com/rooms/67299
68253,NA,Astoria,Queens,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/68253
68735,225,Upper West Side,Manhattan,2,1,1,1,4.97,38,https://www.airbnb.com/rooms/68735
68974,NA,Nolita,Manhattan,6,1,3,3,4.87,247,https://www.airbnb.com/rooms/68974
69894,160,Upper West Side,Manhattan,2,1,1,1,4.82,64,https://www.airbnb.com/rooms/69894
71248,165,Chinatown,Manhattan,2,1,1,1,4.8,69,https://www.airbnb.com/rooms/71248
71366,200,Greenwich Village,Manhattan,2,1,1,1,4.86,53,https://www.airbnb.com/rooms/71366
71384,NA,Greenpoint,Brooklyn,4,NA,1,NA,4.98,49,https://www.airbnb.com/rooms/71384
72190,NA,Upper West Side,Manhattan,2,NA,1,NA,4.51,37,https://www.airbnb.com/rooms/72190
74333,70,East Harlem,Manhattan,4,1,1,2,4.03,38,https://www.airbnb.com/rooms/74333
74680,124,Astoria,Queens,3,1,1,2,4.67,268,https://www.airbnb.com/rooms/74680
74860,NA,Greenpoint,Brooklyn,3,NA,1,NA,4.67,3,https://www.airbnb.com/rooms/74860
75635,120,Lower East Side,Manhattan,3,1,0,1,4.84,419,https://www.airbnb.com/rooms/75635
75658,221,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.58,20,https://www.airbnb.com/rooms/75658
77765,NA,Greenpoint,Brooklyn,2,NA,1,NA,4.85,64,https://www.airbnb.com/rooms/77765
79067,350,Clinton Hill,Brooklyn,5,2.5,3,4,4.73,11,https://www.airbnb.com/rooms/79067
80493,70,East Village,Manhattan,2,1,1,2,4.41,233,https://www.airbnb.com/rooms/80493
80684,NA,Greenpoint,Brooklyn,4,NA,1,NA,5,10,https://www.airbnb.com/rooms/80684
80700,NA,Greenpoint,Brooklyn,4,NA,1,NA,4.7,10,https://www.airbnb.com/rooms/80700
81564,49,Jackson Heights,Queens,2,1,1,1,4.12,112,https://www.airbnb.com/rooms/81564
81739,NA,Greenpoint,Brooklyn,4,NA,1,NA,4,2,https://www.airbnb.com/rooms/81739
82638,150,East Village,Manhattan,2,1,1,1,4.79,282,https://www.airbnb.com/rooms/82638
82928,165,Bedford-Stuyvesant,Brooklyn,5,1,2,3,4.91,81,https://www.airbnb.com/rooms/82928
83243,77,Bushwick,Brooklyn,3,1,1,2,4.43,249,https://www.airbnb.com/rooms/83243
83474,184,Downtown Brooklyn,Brooklyn,1,1.5,1,1,5,5,https://www.airbnb.com/rooms/83474
84010,275,Greenpoint,Brooklyn,2,1,1,1,4.88,34,https://www.airbnb.com/rooms/84010
89427,800,Clinton Hill,Brooklyn,10,1.5,1,0,NA,0,https://www.airbnb.com/rooms/89427
93313,165,Bedford-Stuyvesant,Brooklyn,5,1,2,4,4.72,173,https://www.airbnb.com/rooms/93313
94783,140,Crown Heights,Brooklyn,2,1.5,1,1,4.87,150,https://www.airbnb.com/rooms/94783
96471,171,Clinton Hill,Brooklyn,5,1.5,1,3,5,11,https://www.airbnb.com/rooms/96471
98663,150,Chelsea,Manhattan,2,1,1,1,4.81,18,https://www.airbnb.com/rooms/98663
100002,62,Washington Heights,Manhattan,2,1,1,2,4.69,150,https://www.airbnb.com/rooms/100002
100186,NA,Gowanus,Brooklyn,3,NA,1,NA,4.94,122,https://www.airbnb.com/rooms/100186
100368,279,West Village,Manhattan,2,1,1,1,4.81,39,https://www.airbnb.com/rooms/100368
101053,NA,Williamsburg,Brooklyn,4,NA,3,NA,4.9,36,https://www.airbnb.com/rooms/101053
103311,NA,Greenpoint,Brooklyn,6,NA,2,NA,4.17,8,https://www.airbnb.com/rooms/103311
103555,325,Fort Greene,Brooklyn,3,2.5,2,2,4.72,286,https://www.airbnb.com/rooms/103555
105469,114,Rockaway Beach,Queens,1,1,1,1,4.93,16,https://www.airbnb.com/rooms/105469
106363,78,Harlem,Manhattan,1,1.5,1,1,4.87,470,https://www.airbnb.com/rooms/106363
107630,175,Greenpoint,Brooklyn,3,1,1,2,4.76,353,https://www.airbnb.com/rooms/107630
112304,NA,Harlem,Manhattan,2,NA,NA,NA,5,1,https://www.airbnb.com/rooms/112304
112435,95,Fort Greene,Brooklyn,2,1,1,1,4.63,178,https://www.airbnb.com/rooms/112435
113265,60,Crown Heights,Brooklyn,2,1,1,1,4.75,274,https://www.airbnb.com/rooms/113265
115535,65,Harlem,Manhattan,1,1,1,1,4.76,34,https://www.airbnb.com/rooms/115535
115748,110,Astoria,Queens,2,1,1,1,4.63,41,https://www.airbnb.com/rooms/115748
116551,85,Harlem,Manhattan,4,1,0,2,4.51,180,https://www.airbnb.com/rooms/116551
118061,130,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.82,92,https://www.airbnb.com/rooms/118061
121687,200,Williamsburg,Brooklyn,3,1,1,1,4.45,57,https://www.airbnb.com/rooms/121687
125163,100,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.86,94,https://www.airbnb.com/rooms/125163
128975,NA,Harlem,Manhattan,5,NA,1,NA,4.63,131,https://www.airbnb.com/rooms/128975
133025,70,Murray Hill,Manhattan,1,1,1,1,4.85,145,https://www.airbnb.com/rooms/133025
134934,NA,Williamsburg,Brooklyn,2,NA,2,NA,4.58,26,https://www.airbnb.com/rooms/134934
135465,170,Fort Greene,Brooklyn,3,1,1,1,4.81,134,https://www.airbnb.com/rooms/135465
136493,275,Park Slope,Brooklyn,2,2.5,2,2,4.86,42,https://www.airbnb.com/rooms/136493
139624,NA,Crown Heights,Brooklyn,2,NA,1,NA,4.4,85,https://www.airbnb.com/rooms/139624
141335,900,Park Slope,Brooklyn,2,2,3,3,4.45,41,https://www.airbnb.com/rooms/141335
142069,NA,East Village,Manhattan,2,NA,NA,NA,4.6,22,https://www.airbnb.com/rooms/142069
144087,499,Harlem,Manhattan,4,1,2,3,4.9,30,https://www.airbnb.com/rooms/144087
144148,NA,East Village,Manhattan,2,NA,NA,NA,4.53,32,https://www.airbnb.com/rooms/144148
146726,175,Harlem,Manhattan,2,1.5,1,1,4.75,18,https://www.airbnb.com/rooms/146726
148201,NA,West Village,Manhattan,2,NA,1,NA,4.88,18,https://www.airbnb.com/rooms/148201
148259,350,Williamsburg,Brooklyn,6,1,3,3,4.9,114,https://www.airbnb.com/rooms/148259
148825,107,Upper West Side,Manhattan,3,1,2,2,4.75,308,https://www.airbnb.com/rooms/148825
150804,375,Lower East Side,Manhattan,2,2,2,2,4.99,67,https://www.airbnb.com/rooms/150804
150989,NA,Williamsburg,Brooklyn,2,NA,1,NA,4.95,19,https://www.airbnb.com/rooms/150989
151199,NA,Astoria,Queens,1,1,2,2,4.85,521,https://www.airbnb.com/rooms/151199
152263,250,Harlem,Manhattan,3,1,1,2,4.83,357,https://www.airbnb.com/rooms/152263
152819,NA,Williamsburg,Brooklyn,2,NA,3,NA,4.9,94,https://www.airbnb.com/rooms/152819
157673,65,Bedford-Stuyvesant,Brooklyn,4,1,1,1,4.44,92,https://www.airbnb.com/rooms/157673
158061,165,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.54,27,https://www.airbnb.com/rooms/158061
159749,120,Bedford-Stuyvesant,Brooklyn,2,1,1,2,4.76,76,https://www.airbnb.com/rooms/159749
159815,106,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.87,63,https://www.airbnb.com/rooms/159815
162493,457,Williamsburg,Brooklyn,6,2.5,3,3,4.98,56,https://www.airbnb.com/rooms/162493
166006,240,Upper West Side,Manhattan,6,1,2,5,4.63,187,https://www.airbnb.com/rooms/166006
166172,NA,Bushwick,Brooklyn,2,NA,NA,NA,4.54,61,https://www.airbnb.com/rooms/166172
166983,NA,Carroll Gardens,Brooklyn,6,NA,3,NA,4.83,6,https://www.airbnb.com/rooms/166983
168123,125,Windsor Terrace,Brooklyn,2,1,1,1,4.62,123,https://www.airbnb.com/rooms/168123
169483,236,Gravesend,Brooklyn,4,1,1,1,NA,0,https://www.airbnb.com/rooms/169483
170420,NA,East Harlem,Manhattan,2,NA,1,NA,5,15,https://www.airbnb.com/rooms/170420
170761,98,Fort Greene,Brooklyn,2,1.5,1,1,4.93,229,https://www.airbnb.com/rooms/170761
171562,230,Chelsea,Manhattan,2,1,0,2,4.9,32,https://www.airbnb.com/rooms/171562
173151,NA,Greenpoint,Brooklyn,2,NA,1,NA,4.81,261,https://www.airbnb.com/rooms/173151
174966,NA,Upper West Side,Manhattan,9,2.5,2,4,4.96,25,https://www.airbnb.com/rooms/174966
176135,115,Crown Heights,Brooklyn,2,1,1,1,4.68,31,https://www.airbnb.com/rooms/176135
177495,NA,Chelsea,Manhattan,4,NA,2,NA,5,5,https://www.airbnb.com/rooms/177495
177606,150,Kips Bay,Manhattan,2,1,1,1,4.79,128,https://www.airbnb.com/rooms/177606
179670,175,East Village,Manhattan,1,1,1,1,4.89,128,https://www.airbnb.com/rooms/179670
179741,202,Nolita,Manhattan,6,1,2,2,4.95,19,https://www.airbnb.com/rooms/179741
182069,135,East Harlem,Manhattan,3,1,1,1,4.76,125,https://www.airbnb.com/rooms/182069
182177,225,Allerton,Bronx,2,1,1,2,4.68,347,https://www.airbnb.com/rooms/182177
187986,NA,Chelsea,Manhattan,4,NA,2,NA,4.5,2,https://www.airbnb.com/rooms/187986
188674,NA,East Village,Manhattan,2,NA,1,NA,4.87,63,https://www.airbnb.com/rooms/188674
188803,NA,Fort Greene,Brooklyn,2,NA,NA,NA,4.96,49,https://www.airbnb.com/rooms/188803
189135,174,Hell's Kitchen,Manhattan,2,1,1,2,4.76,162,https://www.airbnb.com/rooms/189135
189181,NA,Chelsea,Manhattan,2,NA,2,NA,4,1,https://www.airbnb.com/rooms/189181
189787,NA,Crown Heights,Brooklyn,2,NA,1,NA,4.64,102,https://www.airbnb.com/rooms/189787
190968,NA,Prospect Heights,Brooklyn,2,NA,1,NA,4.77,35,https://www.airbnb.com/rooms/190968
190974,130,Park Slope,Brooklyn,2,1,1,2,4.7,313,https://www.airbnb.com/rooms/190974
191610,144,Chelsea,Manhattan,2,1,1,1,4.61,139,https://www.airbnb.com/rooms/191610
195123,75,Washington Heights,Manhattan,2,1.5,1,1,4.6,229,https://www.airbnb.com/rooms/195123
195240,60,Flatbush,Brooklyn,1,1,1,1,4.66,90,https://www.airbnb.com/rooms/195240
195989,105,Park Slope,Brooklyn,2,1,1,1,4.93,230,https://www.airbnb.com/rooms/195989
197942,220,Bedford-Stuyvesant,Brooklyn,2,1,2,2,4.81,255,https://www.airbnb.com/rooms/197942
199733,110,Crown Heights,Brooklyn,1,1,0,1,4.5,132,https://www.airbnb.com/rooms/199733
201514,NA,Harlem,Manhattan,4,NA,1,NA,NA,0,https://www.airbnb.com/rooms/201514
201992,190,Park Slope,Brooklyn,4,1,1,2,4.84,106,https://www.airbnb.com/rooms/201992
202273,NA,Bedford-Stuyvesant,Brooklyn,2,NA,NA,NA,4.41,70,https://www.airbnb.com/rooms/202273
203901,NA,Upper East Side,Manhattan,4,NA,1,NA,5,8,https://www.airbnb.com/rooms/203901
204065,398,Clinton Hill,Brooklyn,8,1,2,5,4.6,112,https://www.airbnb.com/rooms/204065
205485,185,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.9,158,https://www.airbnb.com/rooms/205485
206316,NA,Fort Greene,Brooklyn,2,NA,NA,NA,4.75,4,https://www.airbnb.com/rooms/206316
206957,72,Sheepshead Bay,Brooklyn,4,1,1,4,4.61,126,https://www.airbnb.com/rooms/206957
208148,NA,Williamsburg,Brooklyn,2,NA,1,NA,4.82,14,https://www.airbnb.com/rooms/208148
208889,91,Bedford-Stuyvesant,Brooklyn,4,1,2,2,4.56,65,https://www.airbnb.com/rooms/208889
209310,59,Sunnyside,Queens,2,1,1,2,4.9,307,https://www.airbnb.com/rooms/209310
212109,94,West Village,Manhattan,1,1,2,2,5,12,https://www.airbnb.com/rooms/212109
212544,NA,Gowanus,Brooklyn,3,NA,1,NA,4.67,9,https://www.airbnb.com/rooms/212544
213330,199,Chinatown,Manhattan,2,2,1,1,4.97,65,https://www.airbnb.com/rooms/213330
214917,NA,Emerson Hill,Staten Island,3,NA,1,NA,5,1,https://www.airbnb.com/rooms/214917
216080,180,Fort Greene,Brooklyn,2,1,1,1,4.92,154,https://www.airbnb.com/rooms/216080
218358,70,Harlem,Manhattan,1,1,1,1,4.76,29,https://www.airbnb.com/rooms/218358
219066,110,Bensonhurst,Brooklyn,2,1,1,1,4.89,34,https://www.airbnb.com/rooms/219066
219922,90,Harlem,Manhattan,1,1,1,2,4.75,36,https://www.airbnb.com/rooms/219922
220563,NA,Bedford-Stuyvesant,Brooklyn,2,NA,NA,NA,4.72,59,https://www.airbnb.com/rooms/220563
222304,139,Chelsea,Manhattan,2,1,1,1,4.81,38,https://www.airbnb.com/rooms/222304
223930,150,Prospect Heights,Brooklyn,2,1,1,1,4.81,19,https://www.airbnb.com/rooms/223930
225354,180,Williamsburg,Brooklyn,2,1,1,1,4.8,11,https://www.airbnb.com/rooms/225354
225976,99,Shore Acres,Staten Island,3,1,1,1,4.6,99,https://www.airbnb.com/rooms/225976
226021,190,Williamsburg,Brooklyn,5,1,2,3,4.92,249,https://www.airbnb.com/rooms/226021
227495,150,Upper West Side,Manhattan,2,1,1,2,4.58,107,https://www.airbnb.com/rooms/227495
228925,NA,Bedford-Stuyvesant,Brooklyn,2,NA,1,NA,4.63,8,https://www.airbnb.com/rooms/228925
230877,115,East Harlem,Manhattan,2,1,1,1,4.91,122,https://www.airbnb.com/rooms/230877
231154,NA,Jamaica,Queens,3,NA,2,NA,4.18,31,https://www.airbnb.com/rooms/231154
232612,135,Bedford-Stuyvesant,Brooklyn,2,1,1,1,4.86,519,https://www.airbnb.com/rooms/232612
232775,NA,Williamsburg,Brooklyn,2,NA,1,NA,5,4,https://www.airbnb.com/rooms/232775
233638,87,Ridgewood,Queens,2,1,1,2,4.74,24,https://www.airbnb.com/rooms/233638
235552,300,South Slope,Brooklyn,5,2,3,4,4.92,39,https://www.airbnb.com/rooms/235552
235651,NA,Chelsea,Manhattan,3,NA,1,NA,4.88,85,https://www.airbnb.com/rooms/235651
235951,185,Midtown,Manhattan,2,1,1,1,4.69,157,https://www.airbnb.com/rooms/235951
235960,200,Lower East Side,Manhattan,2,1,1,2,4.71,118,https://www.airbnb.com/rooms/235960
236788,NA,Vinegar Hill,Brooklyn,4,NA,2,NA,4.62,40,https://www.airbnb.com/rooms/236788
238683,42,Co-op City,Bronx,2,1.5,1,1,4.67,4,https://www.airbnb.com/rooms/238683
239733,250,Ditmars Steinway,Queens,1,1,1,1,4.86,57,https://www.airbnb.com/rooms/239733
239899,NA,Prospect-Lefferts Gardens,Brooklyn,2,NA,1,NA,5,6,https://www.airbnb.com/rooms/239899
245544,35,Kingsbridge,Bronx,2,1,1,1,4.68,120,https://www.airbnb.com/rooms/245544
245574,185,Bedford-Stuyvesant,Brooklyn,2,1,1,2,4.62,278,https://www.airbnb.com/rooms/245574
246351,NA,Gramercy,Manhattan,2,NA,1,NA,4.25,5,https://www.airbnb.com/rooms/246351
248865,335,Greenpoint,Brooklyn,4,1,1,2,4.74,35,https://www.airbnb.com/rooms/248865
248966,NA,Bushwick,Brooklyn,2,NA,NA,NA,4.63,41,https://www.airbnb.com/rooms/248966
249618,NA,Washington Heights,Manhattan,1,NA,1,NA,3.75,4,https://www.airbnb.com/rooms/249618
249704,185,Williamsburg,Brooklyn,2,1,1,1,4.76,25,https://www.airbnb.com/rooms/249704
249867,100,Bedford-Stuyvesant,Brooklyn,1,1,1,1,4.71,7,https://www.airbnb.com/rooms/249867
250323,NA,Chinatown,Manhattan,2,NA,1,NA,4.38,48,https://www.airbnb.com/rooms/250323
250536,125,Harlem,Manhattan,2,1,1,3,5,11,https://www.airbnb.com/rooms/250536
250537,400,Harlem,Manhattan,6,2,2,2,NA,0,https://www.airbnb.com/rooms/250537
251277,99,Upper West Side,Manhattan,1,2,2,1,4.94,208,https://www.airbnb.com/rooms/251277
252865,NA,Prospect Heights,Brooklyn,1,NA,2,NA,4.8,5,https://www.airbnb.com/rooms/252865
